(128,43,52),(97,52,62),(106,42,57),(99,36,50),(104,24,42),(100,19,37),(106,16,35),(106,16,35),(101,21,34),(104,25,38),(86,35,43),(86,35,43),(68,39,44),(62,34,39),(114,22,26),(191,9,11),
(135,51,60),(104,59,70),(111,47,61),(102,39,53),(107,26,44),(101,20,39),(106,16,34),(106,16,34),(101,21,34),(103,24,37),(85,32,41),(84,30,40),(66,35,41),(61,32,37),(114,21,25),(191,9,11),
(139,55,65),(106,61,74),(109,48,61),(101,39,53),(107,24,43),(101,19,37),(107,13,31),(107,13,31),(103,18,33),(105,21,36),(90,29,40),(89,28,40),(72,32,41),(72,32,41),(121,23,26),(194,9,11),
(139,55,66),(106,61,75),(108,47,61),(100,38,52),(106,24,43),(102,21,39),(107,13,31),(107,13,31),(103,18,33),(106,21,36),(94,33,44),(95,34,45),(84,43,53),(87,46,55),(133,35,38),(200,15,17),
(143,59,71),(111,66,81),(113,53,69),(105,45,61),(111,31,49),(105,25,43),(111,17,35),(110,16,34),(105,21,36),(110,25,40),(101,38,50),(109,46,58),(104,61,71),(113,70,80),(154,53,59),(210,24,26),
(152,68,81),(123,79,94),(126,67,83),(118,59,75),(122,41,59),(113,33,51),(115,22,40),(113,19,37),(108,23,38),(114,29,44),(109,46,58),(124,62,74),(125,82,93),(139,96,106),(174,73,80),(219,33,36),
(156,77,89),(130,91,107),(133,80,96),(121,69,84),(127,49,68),(116,38,57),(118,26,45),(112,20,40),(110,25,40),(117,32,47),(115,54,65),(133,72,84),(139,98,110),(155,115,126),(186,87,96),(224,39,43),
(157,78,91),(132,93,109),(131,80,95),(118,67,82),(123,46,65),(111,35,54),(114,22,42),(110,19,39),(109,24,39),(118,34,49),(119,57,70),(139,78,91),(148,107,119),(165,125,136),(193,94,103),(227,42,45),
(155,78,91),(125,90,106),(121,77,92),(108,64,79),(111,42,61),(101,32,51),(108,18,40),(106,16,37),(108,22,42),(121,36,55),(125,61,78),(147,82,100),(154,111,128),(172,128,145),(196,98,109),(228,44,49),
(156,80,94),(126,91,107),(121,77,92),(107,63,79),(109,41,61),(99,31,49),(105,17,38),(105,17,37),(108,25,43),(123,39,58),(127,63,80),(147,84,101),(154,111,128),(172,129,148),(196,99,111),(228,44,50),
(161,85,99),(132,97,115),(126,82,101),(115,70,90),(114,52,73),(103,40,61),(102,26,45),(99,24,42),(104,29,45),(117,42,58),(121,61,79),(139,79,97),(145,106,126),(163,124,144),(189,97,111),(225,43,50),
(166,90,104),(140,105,125),(137,94,113),(129,85,105),(132,71,92),(120,60,81),(117,45,64),(111,39,57),(114,42,58),(122,51,67),(125,69,86),(140,84,101),(143,107,127),(158,122,142),(184,93,107),(223,42,48),
(165,88,105),(142,107,128),(142,103,123),(141,101,122),(145,99,117),(140,94,112),(138,88,103),(133,83,98),(131,86,99),(135,91,104),(134,100,114),(143,109,123),(141,120,138),(149,128,146),(178,94,109),(220,41,49),
(159,83,99),(137,103,123),(144,106,126),(150,111,132),(163,120,137),(173,129,147),(182,135,150),(184,137,151),(178,135,147),(173,132,144),(163,131,145),(160,129,141),(150,131,148),(150,131,150),(177,93,109),(220,41,49),
(152,82,97),(129,101,120),(138,108,125),(150,119,136),(167,135,150),(184,151,167),(195,163,176),(199,168,181),(189,165,173),(181,157,165),(168,150,161),(160,142,153),(148,139,155),(145,135,152),(173,94,109),(218,42,49),
(150,81,95),(126,100,117),(136,108,124),(150,122,138),(169,138,153),(185,155,170),(198,168,180),(201,171,184),(191,168,176),(180,158,165),(164,147,158),(155,139,149),(141,132,148),(139,130,146),(170,92,106),(216,41,47),
(148,83,95),(124,104,118),(130,112,125),(143,125,138),(161,141,152),(177,157,168),(189,169,178),(193,173,182),(183,168,175),(169,155,162),(152,142,150),(139,129,137),(127,123,133),(126,123,133),(162,88,96),(213,39,43),
(150,86,96),(127,109,121),(132,115,127),(145,128,140),(161,143,153),(175,157,167),(186,169,177),(190,172,180),(180,167,173),(166,153,159),(146,137,144),(130,122,129),(117,115,124),(116,114,122),(155,82,88),(209,36,39),
(144,90,94),(124,116,121),(131,121,129),(143,132,140),(158,147,155),(173,163,171),(182,175,179),(184,176,181),(177,171,175),(161,156,160),(138,140,142),(121,123,124),(105,114,116),(102,111,112),(147,77,78),(205,34,34),
(142,89,91),(124,118,121),(132,124,130),(143,134,140),(159,151,158),(175,167,174),(184,178,182),(184,178,182),(175,172,174),(162,158,161),(137,141,142),(120,124,124),(104,115,115),(99,109,109),(143,74,75),(204,32,32),
(139,93,88),(119,123,117),(130,127,128),(140,138,138),(155,154,157),(171,171,173),(178,181,182),(178,180,181),(167,175,172),(155,162,159),(132,147,142),(115,129,125),(100,119,113),(94,114,107),(140,76,71),(202,33,31),
(141,96,91),(120,124,117),(129,127,127),(139,138,137),(154,154,156),(169,170,171),(175,179,179),(174,177,178),(165,174,171),(154,162,159),(131,147,142),(115,131,126),(102,122,114),(97,116,108),(140,77,71),(202,34,31),
(140,99,88),(117,127,112),(125,130,124),(135,141,134),(150,155,154),(164,169,167),(169,179,176),(169,179,176),(160,175,170),(147,162,157),(129,149,140),(113,133,124),(101,123,111),(95,118,105),(139,79,67),(201,34,29),
(140,99,88),(117,127,111),(124,130,124),(134,141,134),(148,154,153),(162,167,165),(168,178,175),(171,180,177),(158,174,168),(144,160,155),(127,147,137),(113,133,124),(101,123,110),(94,116,103),(137,78,66),(201,33,28),
(140,100,86),(116,126,109),(121,129,122),(131,139,132),(145,154,151),(160,170,166),(168,180,176),(169,181,177),(155,172,166),(141,158,153),(125,145,133),(113,133,122),(102,125,108),(94,117,100),(138,78,64),(201,34,28),
(139,98,84),(114,123,106),(119,126,118),(129,137,130),(143,152,149),(159,169,165),(168,180,176),(167,180,176),(155,172,166),(141,159,153),(125,145,133),(113,133,122),(103,126,110),(96,120,103),(139,80,66),(202,35,28),
(140,96,80),(115,120,100),(119,125,116),(132,138,129),(144,154,149),(159,169,163),(166,180,175),(165,179,175),(154,173,164),(142,162,153),(125,148,134),(112,135,121),(102,128,108),(97,123,103),(141,82,66),(203,36,29),
(141,96,78),(117,122,99),(124,128,119),(136,141,131),(147,157,151),(160,170,163),(163,178,172),(163,177,172),(153,173,163),(141,162,152),(126,149,134),(113,136,121),(101,128,107),(96,123,102),(141,82,65),(202,36,28),
(143,96,70),(122,123,91),(130,130,114),(142,143,127),(150,158,149),(161,170,160),(161,176,167),(159,174,165),(148,170,158),(137,160,147),(123,148,131),(109,134,117),(95,126,102),(89,121,96),(138,81,60),(201,35,25),
(144,96,68),(123,123,88),(131,130,112),(143,143,125),(150,157,147),(160,168,156),(159,174,164),(158,173,163),(145,168,154),(134,156,144),(117,144,125),(102,129,110),(88,121,95),(82,115,90),(132,76,54),(199,34,23),
(147,96,56),(128,124,76),(135,133,104),(147,145,116),(154,156,140),(163,166,149),(159,172,160),(157,170,159),(142,165,151),(128,151,136),(107,138,116),(93,124,102),(79,114,84),(72,107,77),(126,71,45),(197,32,20),
(146,95,53),(128,124,73),(135,133,102),(149,146,115),(156,158,140),(163,166,148),(158,171,159),(155,168,156),(140,163,149),(126,148,134),(105,135,113),(89,120,98),(74,108,77),(65,99,69),(122,67,42),(196,30,19),
(147,95,43),(131,126,61),(138,134,92),(152,148,106),(158,159,134),(165,166,141),(161,173,158),(157,168,153),(142,162,149),(129,150,136),(109,138,117),(92,120,99),(75,107,76),(65,97,66),(121,66,38),(196,30,17),
(147,94,40),(130,124,58),(137,133,89),(152,148,104),(160,162,135),(168,169,142),(163,174,158),(160,170,155),(145,165,151),(134,153,139),(114,141,121),(96,125,104),(78,110,78),(65,96,66),(121,64,37),(195,29,17),
(146,93,34),(129,123,50),(138,133,80),(153,148,95),(163,161,130),(172,171,139),(168,174,154),(167,173,153),(152,168,152),(139,156,138),(120,143,124),(103,127,108),(82,109,80),(67,94,64),(121,62,35),(195,28,16),
(145,94,34),(127,123,50),(135,132,79),(152,148,95),(161,159,128),(171,169,138),(170,175,155),(170,175,155),(156,171,154),(143,158,141),(123,145,126),(104,127,108),(82,110,80),(68,96,66),(122,63,35),(195,28,16),
(143,96,40),(123,125,56),(133,135,82),(148,150,97),(160,161,127),(171,172,137),(174,177,156),(175,179,157),(163,173,157),(150,160,143),(126,147,126),(106,128,107),(84,112,80),(71,99,66),(123,65,37),(196,29,16),
(143,98,44),(123,127,62),(133,137,87),(147,150,101),(159,162,130),(171,174,142),(176,180,159),(177,182,160),(165,176,159),(150,161,144),(126,147,125),(106,127,106),(86,113,80),(75,102,69),(126,67,38),(196,30,16),
(133,95,55),(112,125,75),(123,133,98),(137,147,112),(151,159,136),(163,172,148),(169,179,159),(170,180,161),(161,175,156),(146,160,142),(125,145,120),(105,125,100),(89,112,77),(79,103,68),(128,69,37),(197,30,16),
(123,86,52),(101,115,72),(114,125,94),(129,140,110),(142,151,132),(155,165,144),(162,173,156),(165,176,159),(157,173,155),(143,159,141),(123,144,119),(105,126,101),(90,114,78),(79,103,68),(128,69,36),(198,30,16),
(107,75,64),(82,102,89),(98,113,103),(114,129,120),(129,144,139),(144,159,154),(153,170,162),(156,174,166),(151,174,159),(138,161,146),(123,148,124),(106,130,106),(89,116,79),(78,104,68),(128,69,34),(198,31,15),
(98,66,60),(71,92,83),(89,105,99),(107,122,117),(125,140,137),(143,157,156),(153,170,164),(156,174,168),(151,174,161),(139,162,150),(124,150,127),(106,131,108),(89,117,80),(77,104,68),(128,70,35),(198,31,15),
(92,61,72),(65,85,99),(83,99,112),(103,120,132),(124,141,149),(143,160,168),(156,174,177),(159,177,180),(151,175,168),(139,162,157),(122,151,130),(102,131,110),(85,116,78),(74,105,67),(127,71,35),(197,32,15),
(95,62,74),(70,87,103),(89,101,116),(109,121,136),(130,144,153),(150,163,173),(160,175,179),(163,178,182),(154,176,170),(141,163,158),(122,148,129),(102,129,110),(84,115,78),(72,103,66),(126,70,35),(197,32,16),
(108,64,81),(84,87,109),(103,99,121),(119,116,137),(138,135,152),(154,152,168),(161,165,173),(164,167,175),(155,167,165),(144,156,154),(125,145,131),(106,126,112),(86,114,82),(75,103,70),(126,71,39),(197,32,18),
(113,63,81),(87,85,107),(100,91,113),(110,101,123),(123,114,131),(133,125,142),(139,137,146),(143,140,150),(138,144,143),(133,139,138),(118,134,122),(105,121,108),(89,114,83),(79,105,74),(128,73,42),(198,32,19),
(121,53,71),(94,70,92),(102,71,93),(104,73,95),(108,75,95),(112,79,99),(114,87,101),(119,92,106),(119,100,104),(122,103,107),(112,109,101),(107,104,96),(91,107,81),(87,103,77),(132,75,47),(200,33,21),
(115,43,60),(89,61,81),(95,61,81),(92,58,79),(88,51,70),(85,47,67),(82,48,62),(84,51,65),(87,61,66),(97,72,77),(95,86,79),(99,90,83),(89,101,76),(92,103,78),(135,76,49),(201,34,22),
(119,34,46),(99,53,69),(108,57,74),(104,54,71),(99,44,61),(88,33,49),(82,25,40),(80,23,38),(84,32,43),(98,46,57),(99,65,63),(108,74,72),(97,94,72),(102,98,77),(139,74,48),(203,33,21),
(116,29,40),(100,51,65),(112,60,75),(113,60,76),(107,49,64),(92,34,49),(83,22,37),(81,20,35),(83,27,38),(95,39,50),(96,59,57),(106,70,67),(95,89,67),(100,94,72),(139,71,45),(203,32,20),
(121,25,34),(107,49,59),(122,59,69),(123,60,70),(119,49,61),(105,35,47),(95,20,34),(90,15,28),(93,20,31),(102,30,40),(101,49,48),(111,59,59),(98,78,57),(103,84,63),(141,65,41),(205,30,19),
(121,26,34),(106,49,58),(121,57,67),(123,60,69),(121,50,61),(106,36,47),(95,18,32),(88,11,25),(88,15,25),(98,25,36),(97,44,43),(109,54,54),(96,75,55),(101,80,59),(141,62,39),(204,29,18),
(126,33,34),(111,56,59),(127,62,68),(127,62,68),(126,52,61),(109,35,44),(99,17,29),(92,10,22),(92,15,25),(104,27,37),(107,48,47),(119,60,59),(109,80,63),(116,87,69),(149,67,45),(207,30,20),
(135,45,46),(124,71,74),(139,77,82),(139,76,81),(134,61,70),(115,42,51),(105,24,36),(97,16,27),(100,24,34),(116,40,50),(125,66,65),(141,83,82),(132,105,88),(140,112,95),(167,86,64),(215,38,28),
(143,60,61),(136,93,94),(149,97,99),(146,93,95),(143,74,81),(122,53,60),(109,32,42),(104,27,37),(110,36,45),(130,56,65),(141,84,83),(162,105,104),(155,133,115),(163,141,123),(183,104,85),(221,45,37),
(147,66,66),(140,99,99),(152,102,103),(148,96,98),(143,75,82),(122,54,61),(109,33,43),(104,28,38),(111,36,46),(131,56,66),(141,84,83),(161,104,104),(155,134,117),(163,141,125),(182,103,85),(221,45,37),
(137,64,61),(124,92,89),(137,92,91),(131,86,85),(128,66,71),(109,47,52),(99,28,36),(94,22,30),(101,26,36),(116,41,51),(121,64,65),(137,80,81),(124,105,93),(130,111,99),(159,82,69),(211,36,30),
(127,54,52),(108,77,74),(121,74,74),(115,68,68),(113,51,56),(100,37,42),(95,22,30),(88,15,24),(92,16,26),(101,27,36),(102,44,46),(110,52,54),(91,70,59),(94,73,62),(135,56,44),(201,25,20),
(123,50,47),(99,68,65),(111,63,64),(107,59,59),(108,43,47),(99,35,38),(98,21,31),(91,14,24),(92,15,25),(98,21,31),(95,33,38),(99,37,42),(79,50,44),(81,53,46),(126,42,33),(197,19,15),
(126,52,49),(100,68,64),(111,61,62),(107,58,58),(111,45,49),(104,37,41),(103,25,35),(96,18,28),(96,18,28),(100,22,32),(97,33,38),(100,37,42),(82,49,44),(84,52,46),(128,41,33),(198,18,15),
(134,57,52),(107,71,65),(118,64,62),(114,60,57),(120,48,52),(110,39,43),(109,25,33),(102,19,26),(102,18,28),(106,23,33),(104,35,40),(109,40,45),(96,51,48),(99,54,51),(141,42,38),(204,19,17),
(143,67,60),(115,80,72),(122,71,67),(115,64,60),(122,51,53),(111,42,44),(109,25,32),(101,17,24),(101,17,26),(107,23,32),(107,36,41),(114,44,48),(105,57,54),(109,61,58),(148,48,43),(208,22,20),
(152,78,69),(124,92,80),(123,82,71),(114,73,61),(120,54,51),(109,44,41),(111,23,28),(104,16,21),(105,15,23),(111,21,29),(109,34,37),(118,42,45),(114,58,54),(124,67,63),(160,54,47),(214,25,23),
(163,89,78),(135,103,90),(130,90,78),(119,78,66),(122,56,52),(109,44,41),(113,25,29),(106,18,22),(107,16,24),(112,21,29),(107,32,35),(115,39,42),(115,57,53),(126,69,65),(165,57,51),(217,28,25),
(171,97,84),(144,113,96),(138,99,85),(124,85,71),(126,61,56),(111,46,41),(115,23,27),(108,16,20),(111,16,23),(115,20,27),(109,31,34),(117,39,42),(119,56,52),(128,65,61),(168,53,48),(218,26,24),
(180,108,95),(157,126,110),(150,112,98),(135,97,82),(134,68,64),(115,49,44),(114,22,26),(107,15,19),(113,18,25),(119,24,31),(117,39,42),(128,51,54),(129,67,64),(136,75,72),(170,56,51),(217,26,24),
(194,124,112),(175,147,134),(172,131,120),(156,114,103),(148,81,78),(121,53,51),(116,22,27),(110,15,20),(118,21,29),(131,34,41),(131,55,58),(148,73,75),(149,93,91),(157,101,99),(183,71,69),(222,32,30),
(206,147,136),(190,177,164),(189,160,150),(170,140,130),(160,101,99),(126,66,65),(120,29,36),(112,22,28),(123,29,39),(142,48,57),(147,76,80),(168,97,102),(171,124,124),(183,136,136),(202,98,96),(231,44,43),
(186,166,157),(169,203,191),(171,186,177),(151,166,157),(151,121,122),(114,84,85),(115,38,51),(105,28,40),(120,36,51),(145,60,75),(145,93,103),(168,116,127),(160,146,151),(174,159,164),(192,117,119),(227,54,54),
(172,161,155),(151,196,188),(155,179,174),(137,162,155),(143,120,124),(109,86,90),(110,38,54),(98,26,41),(113,34,51),(139,59,77),(138,93,107),(158,113,127),(142,139,147),(152,148,156),(175,109,114),(220,50,52),
(131,153,157),(102,187,193),(113,169,175),(98,154,160),(115,115,128),(85,85,99),(92,38,65),(78,24,51),(94,30,59),(119,55,83),(111,88,112),(125,103,127),(97,130,149),(101,134,153),(136,100,114),(202,46,52),
(117,139,146),(84,171,180),(99,155,164),(85,141,150),(106,105,122),(79,78,96),(86,32,62),(74,19,50),(88,24,57),(110,47,79),(99,79,107),(113,93,121),(82,118,140),(86,122,143),(125,92,108),(197,42,49),
(108,132,149),(73,163,183),(91,146,166),(80,135,155),(101,98,129),(75,72,103),(84,29,70),(71,16,57),(84,22,66),(105,43,87),(91,76,115),(105,90,129),(72,117,149),(78,123,155),(118,93,116),(194,42,53),
(108,130,147),(75,160,182),(92,144,166),(81,133,154),(102,95,128),(75,69,102),(85,28,71),(72,16,58),(86,23,68),(106,43,88),(93,75,116),(107,89,130),(75,117,152),(81,123,157),(121,93,118),(195,42,53),
(117,127,148),(85,156,182),(103,139,168),(91,128,156),(108,90,130),(82,65,105),(88,26,74),(77,15,63),(89,22,72),(108,41,91),(98,70,118),(112,84,132),(81,113,155),(87,119,160),(125,89,120),(196,40,54),
(121,126,147),(88,152,178),(106,136,165),(94,124,153),(110,88,127),(84,63,102),(88,25,71),(80,16,63),(89,22,70),(107,39,87),(99,68,114),(114,84,130),(87,112,153),(93,118,159),(129,88,118),(198,39,53),
(134,122,142),(104,148,171),(118,132,159),(106,120,147),(118,85,119),(91,58,92),(89,21,62),(82,13,55),(91,20,64),(109,38,82),(105,66,107),(124,86,126),(108,113,150),(115,120,157),(146,89,118),(206,40,53),
(143,125,143),(113,151,172),(125,134,159),(112,122,146),(119,85,116),(90,57,88),(87,21,58),(79,13,50),(90,21,60),(111,42,82),(113,74,110),(135,96,131),(126,126,159),(134,134,167),(161,100,125),(213,45,56),
(162,127,137),(136,152,165),(142,137,153),(128,123,139),(127,91,112),(99,63,84),(94,33,58),(88,27,52),(99,35,61),(120,57,83),(129,90,110),(153,113,133),(152,138,157),(162,147,166),(187,107,123),(225,48,56),
(169,131,138),(146,159,168),(151,145,158),(139,134,146),(139,107,124),(118,86,103),(119,64,85),(116,61,82),(125,67,89),(142,85,107),(148,112,128),(166,129,146),(163,148,163),(172,156,170),(195,113,125),(228,51,57),
(181,133,131),(163,163,161),(164,155,156),(158,149,150),(158,134,137),(147,124,127),(151,113,121),(149,111,119),(155,115,124),(164,124,133),(168,138,142),(177,147,151),(175,157,157),(179,161,160),(202,114,116),(232,52,53),
(183,136,133),(169,169,166),(172,165,164),(170,164,163),(175,157,158),(173,155,155),(178,147,152),(178,147,152),(183,150,156),(187,154,160),(186,161,162),(187,162,164),(181,166,164),(181,165,163),(201,115,115),(231,53,52),
(185,138,134),(171,172,167),(172,173,168),(173,173,169),(178,174,168),(176,173,167),(180,171,167),(180,171,167),(184,173,170),(185,174,171),(185,176,170),(183,175,169),(179,174,166),(177,171,164),(198,118,112),(230,54,51),
(181,138,136),(166,173,170),(168,174,170),(170,176,173),(176,177,173),(177,180,175),(180,178,174),(181,178,174),(181,177,174),(180,176,173),(178,176,171),(176,175,170),(172,174,168),(171,171,166),(193,119,114),(227,54,51),
(163,137,138),(144,171,174),(150,172,171),(154,177,176),(162,181,179),(165,184,182),(169,186,182),(167,183,180),(165,181,178),(160,177,174),(155,173,172),(153,171,170),(149,172,171),(148,170,169),(177,118,118),(220,53,53),
(147,126,132),(124,158,166),(134,162,166),(141,169,172),(153,176,177),(158,182,183),(164,185,183),(163,184,183),(158,179,178),(152,173,172),(142,166,168),(137,162,163),(130,160,163),(129,160,163),(164,112,114),(214,50,51),
(118,116,134),(92,147,169),(107,152,168),(116,161,178),(135,172,182),(143,180,190),(153,186,191),(153,186,191),(148,181,188),(140,173,180),(124,166,177),(114,156,167),(98,153,166),(96,151,164),(141,105,117),(204,46,52),
(108,107,128),(80,136,163),(96,141,162),(109,154,174),(130,167,181),(142,179,192),(155,188,195),(155,188,196),(151,184,193),(141,175,184),(123,165,179),(109,150,165),(88,144,162),(84,139,157),(133,96,112),(200,43,50),
(106,107,138),(75,134,173),(94,141,173),(106,153,185),(129,166,190),(143,180,204),(158,189,206),(160,191,208),(154,187,203),(144,177,193),(123,165,189),(108,150,174),(85,141,172),(78,135,166),(130,92,118),(199,42,53),
(115,112,144),(83,139,179),(99,142,175),(111,154,187),(133,167,191),(147,181,205),(161,190,208),(163,193,210),(157,189,206),(147,178,195),(127,166,190),(112,151,175),(92,142,174),(86,136,168),(136,93,120),(202,43,55),
(127,114,148),(96,140,182),(107,140,176),(117,150,187),(138,163,189),(152,177,203),(164,188,207),(165,189,208),(159,185,204),(148,175,193),(131,161,187),(117,147,173),(107,138,173),(104,134,170),(151,92,122),(209,42,55),
(129,113,146),(97,138,177),(106,137,171),(114,145,179),(134,157,181),(148,172,196),(159,182,200),(161,185,203),(155,180,197),(145,170,187),(128,157,182),(116,145,169),(106,136,168),(103,133,166),(151,91,120),(209,42,55),
(130,109,134),(98,131,163),(105,132,157),(113,141,165),(133,153,171),(147,167,185),(157,175,189),(160,178,193),(155,176,189),(146,166,180),(129,156,172),(117,144,159),(105,132,157),(100,128,153),(148,88,110),(208,40,50),
(128,106,130),(96,129,158),(103,130,154),(113,139,162),(132,151,169),(146,164,182),(157,174,187),(161,178,192),(155,174,187),(146,165,178),(130,155,171),(119,144,159),(105,131,155),(99,125,149),(146,85,106),(206,39,48),
(128,104,124),(98,128,152),(107,131,150),(115,139,158),(134,150,165),(149,165,180),(161,173,185),(165,177,190),(159,173,184),(151,165,176),(136,157,172),(124,143,159),(109,133,154),(102,126,147),(147,87,103),(207,40,47),
